user_id,admission_no,status,dob,gender,address,admission_date,custom,school_id,id,created_at,updated_at
457,2024000039,active,2007-04-13,male,"House 139, Vikas Nagar, Lucknow",2024-04-01,{},36,238,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
458,2024000040,active,2007-05-14,female,"House 140, Vikas Nagar, Lucknow",2024-04-01,{},36,239,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
459,2024000041,active,2006-06-15,male,"House 141, Vikas Nagar, Lucknow",2024-04-01,{},36,240,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
460,2024000042,active,2006-07-16,female,"House 142, Vikas Nagar, Lucknow",2024-04-01,{},36,241,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
461,2024000043,active,2006-08-17,male,"House 143, Vikas Nagar, Lucknow",2024-04-01,{},36,242,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
462,2024000044,active,2006-09-18,female,"House 144, Vikas Nagar, Lucknow",2024-04-01,{},36,243,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
463,2024000045,active,2006-10-19,male,"House 145, Vikas Nagar, Lucknow",2024-04-01,{},36,244,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
464,2024000046,active,2006-11-20,female,"House 146, Vikas Nagar, Lucknow",2024-04-01,{},36,245,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
465,2024000047,active,2006-12-21,male,"House 147, Vikas Nagar, Lucknow",2024-04-01,{},36,246,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
466,2024000048,active,2006-01-22,female,"House 148, Vikas Nagar, Lucknow",2024-04-01,{},36,247,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
467,2024000049,active,2006-02-23,male,"House 149, Vikas Nagar, Lucknow",2024-04-01,{},36,248,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
468,2024000050,active,2006-03-24,female,"House 150, Vikas Nagar, Lucknow",2024-04-01,{},36,249,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
469,2024000051,active,2005-04-25,male,"House 151, Vikas Nagar, Lucknow",2024-04-01,{},36,250,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
470,2024000052,active,2005-05-26,female,"House 152, Vikas Nagar, Lucknow",2024-04-01,{},36,251,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
471,2024000053,active,2005-06-27,male,"House 153, Vikas Nagar, Lucknow",2024-04-01,{},36,252,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
472,2024000054,active,2005-07-01,female,"House 154, Vikas Nagar, Lucknow",2024-04-01,{},36,253,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
473,2024000055,active,2005-08-02,male,"House 155, Vikas Nagar, Lucknow",2024-04-01,{},36,254,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
474,2024000056,active,2005-09-03,female,"House 156, Vikas Nagar, Lucknow",2024-04-01,{},36,255,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
475,2024000057,active,2005-10-04,male,"House 157, Vikas Nagar, Lucknow",2024-04-01,{},36,256,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
476,2024000058,active,2005-11-05,female,"House 158, Vikas Nagar, Lucknow",2024-04-01,{},36,257,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
477,2024000059,active,2005-12-06,male,"House 159, Vikas Nagar, Lucknow",2024-04-01,{},36,258,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
478,2024000060,active,2005-01-07,female,"House 160, Vikas Nagar, Lucknow",2024-04-01,{},36,259,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
479,2024000061,active,2004-02-08,male,"House 161, Vikas Nagar, Lucknow",2024-04-01,{},36,260,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
480,2024000062,active,2004-03-09,female,"House 162, Vikas Nagar, Lucknow",2024-04-01,{},36,261,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
481,2024000063,active,2004-04-10,male,"House 163, Vikas Nagar, Lucknow",2024-04-01,{},36,262,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
482,2024000064,active,2004-05-11,female,"House 164, Vikas Nagar, Lucknow",2024-04-01,{},36,263,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
483,2024000065,active,2004-06-12,male,"House 165, Vikas Nagar, Lucknow",2024-04-01,{},36,264,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
484,2024000066,active,2004-07-13,female,"House 166, Vikas Nagar, Lucknow",2024-04-01,{},36,265,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
485,2024000067,active,2004-08-14,male,"House 167, Vikas Nagar, Lucknow",2024-04-01,{},36,266,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
486,2024000068,active,2004-09-15,female,"House 168, Vikas Nagar, Lucknow",2024-04-01,{},36,267,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
487,2024000069,active,2004-10-16,male,"House 169, Vikas Nagar, Lucknow",2024-04-01,{},36,268,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
488,2024000070,active,2004-11-17,female,"House 170, Vikas Nagar, Lucknow",2024-04-01,{},36,269,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
489,2024000071,active,2003-12-18,male,"House 171, Vikas Nagar, Lucknow",2024-04-01,{},36,270,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
490,2024000072,active,2003-01-19,female,"House 172, Vikas Nagar, Lucknow",2024-04-01,{},36,271,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
491,2024000073,active,2003-02-20,male,"House 173, Vikas Nagar, Lucknow",2024-04-01,{},36,272,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
492,2024000074,active,2003-03-21,female,"House 174, Vikas Nagar, Lucknow",2024-04-01,{},36,273,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
493,2024000075,active,2003-04-22,male,"House 175, Vikas Nagar, Lucknow",2024-04-01,{},36,274,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
494,2024000076,active,2003-05-23,female,"House 176, Vikas Nagar, Lucknow",2024-04-01,{},36,275,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
495,2024000077,active,2003-06-24,male,"House 177, Vikas Nagar, Lucknow",2024-04-01,{},36,276,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
496,2024000078,active,2003-07-25,female,"House 178, Vikas Nagar, Lucknow",2024-04-01,{},36,277,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
497,2024000079,active,2003-08-26,male,"House 179, Vikas Nagar, Lucknow",2024-04-01,{},36,278,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
498,2024000080,active,2003-09-27,female,"House 180, Vikas Nagar, Lucknow",2024-04-01,{},36,279,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
499,2024000081,active,2002-10-01,male,"House 181, Vikas Nagar, Lucknow",2024-04-01,{},36,280,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
500,2024000082,active,2002-11-02,female,"House 182, Vikas Nagar, Lucknow",2024-04-01,{},36,281,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
501,2024000083,active,2002-12-03,male,"House 183, Vikas Nagar, Lucknow",2024-04-01,{},36,282,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
502,2024000084,active,2002-01-04,female,"House 184, Vikas Nagar, Lucknow",2024-04-01,{},36,283,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
503,2024000085,active,2002-02-05,male,"House 185, Vikas Nagar, Lucknow",2024-04-01,{},36,284,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
504,2024000086,active,2002-03-06,female,"House 186, Vikas Nagar, Lucknow",2024-04-01,{},36,285,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
505,2024000087,active,2002-04-07,male,"House 187, Vikas Nagar, Lucknow",2024-04-01,{},36,286,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
506,2024000088,active,2002-05-08,female,"House 188, Vikas Nagar, Lucknow",2024-04-01,{},36,287,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
507,2024000089,active,2002-06-09,male,"House 189, Vikas Nagar, Lucknow",2024-04-01,{},36,288,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
508,2024000090,active,2002-07-10,female,"House 190, Vikas Nagar, Lucknow",2024-04-01,{},36,289,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
509,2024000091,active,2001-08-11,male,"House 191, Vikas Nagar, Lucknow",2024-04-01,{},36,290,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
510,2024000092,active,2001-09-12,female,"House 192, Vikas Nagar, Lucknow",2024-04-01,{},36,291,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
511,2024000093,active,2001-10-13,male,"House 193, Vikas Nagar, Lucknow",2024-04-01,{},36,292,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
512,2024000094,active,2001-11-14,female,"House 194, Vikas Nagar, Lucknow",2024-04-01,{},36,293,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
513,2024000095,active,2001-12-15,male,"House 195, Vikas Nagar, Lucknow",2024-04-01,{},36,294,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
514,2024000096,active,2001-01-16,female,"House 196, Vikas Nagar, Lucknow",2024-04-01,{},36,295,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
515,2024000097,active,2001-02-17,male,"House 197, Vikas Nagar, Lucknow",2024-04-01,{},36,296,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
516,2024000098,active,2001-03-18,female,"House 198, Vikas Nagar, Lucknow",2024-04-01,{},36,297,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
517,2024000099,active,2001-04-19,male,"House 199, Vikas Nagar, Lucknow",2024-04-01,{},36,298,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
518,2024000100,active,2001-05-20,female,"House 200, Vikas Nagar, Lucknow",2024-04-01,{},36,299,2026-09-21 13:42:20.897635+05:30,2026-09-21 13:42:20.897635+05:30
621,2025000001,active,2015-08-22,female,"12/480, Indira Nagar, Ring Road, Lucknow, Uttar Pradesh, 226016",2026-09-21,{},36,300,2026-09-21 13:44:34.591936+05:30,2026-09-21 13:44:34.591936+05:30
